anon_polygon_id,year,start,end,duration_days,n_points,min_z,mean_z,ndvi_deficit,severity,kind,confidence,drivers,explanation,sensors
AOI-0043,2014,2014-04-07,2014-04-27,21,3,-1.33,-1.2,0.309,угнетение,стресс,0.8,['избыток осадков'],"7 апреля – 27 апреля 2014, 21 день, 3 наблюдения. NDVI ниже нормы в среднем на 1.2σ (минимум -1.3σ), это 0.31 по шкале NDVI. Осадки за 60 дней до эпизода: 10 мм при норме 5 мм (202 % нормы). Дней жарче 30 °C за предшествующий месяц: 0 при норме 0. Подтверждено несколькими сенсорами: Landsat, MODIS. Вероятная причина: переувлажнение — вымокание посева или сорванные полевые работы.","['landsat', 'modis']"
AOI-0043,2016,2016-04-06,2016-06-09,65,12,-1.67,-1.37,0.34,угнетение,стресс,0.9,[],"6 апреля – 9 июня 2016, 65 дней, 12 наблюдений. NDVI ниже нормы в среднем на 1.4σ (минимум -1.7σ), это 0.34 по шкале NDVI. Осадки за 60 дней до эпизода: 5 мм при норме 5 мм (105 % нормы). Дней жарче 30 °C за предшествующий месяц: 0 при норме 0. Подтверждено несколькими сенсорами: Landsat, MODIS. Погодного объяснения не нашлось: возможны агротехнические причины (поздний сев, болезни, смена культуры) или локальное событие.","['landsat', 'modis']"
AOI-0043,2019,2019-04-01,2019-06-20,81,30,-1.92,-1.51,0.356,угнетение,стресс,0.9,[],"1 апреля – 20 июня 2019, 81 день, 30 наблюдений. NDVI ниже нормы в среднем на 1.5σ (минимум -1.9σ), это 0.36 по шкале NDVI. Дней жарче 30 °C за предшествующий месяц: 0 при норме 0. Подтверждено несколькими сенсорами: Landsat, MODIS, Sentinel-2. Погодного объяснения не нашлось: возможны агротехнические причины (поздний сев, болезни, смена культуры) или локальное событие.","['landsat', 'modis', 's2']"
AOI-0043,2020,2020-07-27,2020-08-03,8,3,-2.94,-2.11,0.105,критическая,уборка,0.63,[],"27 июля – 3 августа 2020, 8 дней, 3 наблюдения. NDVI ниже нормы в среднем на 2.1σ (минимум -2.9σ), это 0.11 по шкале NDVI. Осадки за 60 дней до эпизода: 55 мм при норме 75 мм (73 % нормы). Дней жарче 30 °C за предшествующий месяц: 6 при норме 3. Подтверждено несколькими сенсорами: Landsat, MODIS, Sentinel-2. Эпизод начинается заметно позже пика сезона у зерновой культуры — скорее всего это уборка, а не угнетение посева.","['landsat', 'modis', 's2']"
AOI-0043,2021,2021-04-02,2021-04-22,21,5,-1.62,-1.25,0.324,угнетение,стресс,0.76,[],"2 апреля – 22 апреля 2021, 21 день, 5 наблюдений. NDVI ниже нормы в среднем на 1.2σ (минимум -1.6σ), это 0.32 по шкале NDVI. Дней жарче 30 °C за предшествующий месяц: 0 при норме 0. Подтверждено несколькими сенсорами: Landsat, MODIS, Sentinel-2. Погодного объяснения не нашлось: возможны агротехнические причины (поздний сев, болезни, смена культуры) или локальное событие.","['landsat', 'modis', 's2']"
AOI-0043,2022,2022-04-02,2022-04-12,11,4,-1.13,-1.08,0.288,угнетение,стресс,0.53,[],"2 апреля – 12 апреля 2022, 11 дней, 4 наблюдения. NDVI ниже нормы в среднем на 1.1σ (минимум -1.1σ), это 0.29 по шкале NDVI. Дней жарче 30 °C за предшествующий месяц: 0 при норме 0. Все наблюдения эпизода с одного сенсора (Sentinel-2). Погодного объяснения не нашлось: возможны агротехнические причины (поздний сев, болезни, смена культуры) или локальное событие.",['s2']
AOI-0043,2022,2022-05-07,2022-06-19,44,19,-1.74,-1.52,0.348,угнетение,стресс,0.9,[],"7 мая – 19 июня 2022, 44 дня, 19 наблюдений. NDVI ниже нормы в среднем на 1.5σ (минимум -1.7σ), это 0.35 по шкале NDVI. Осадки за 60 дней до эпизода: 48 мм при норме 41 мм (117 % нормы). Дней жарче 30 °C за предшествующий месяц: 0 при норме 0. Подтверждено несколькими сенсорами: Landsat, MODIS, Sentinel-2. Погодного объяснения не нашлось: возможны агротехнические причины (поздний сев, болезни, смена культуры) или локальное событие.","['landsat', 'modis', 's2']"
AOI-0045,2010,2010-04-24,2010-05-02,9,3,-1.47,-1.2,0.316,угнетение,низкое качество данных,0.29,[],"24 апреля – 2 мая 2010, 9 дней, 3 наблюдения. NDVI ниже нормы в среднем на 1.2σ (минимум -1.5σ), это 0.32 по шкале NDVI. Осадки за 60 дней до эпизода: 30 мм при норме 29 мм (106 % нормы). Дней жарче 30 °C за предшествующий месяц: 0 при норме 0. Все наблюдения эпизода с одного сенсора (Landsat). Мало наблюдений и один источник — возможен остаточный облачный эффект.",['landsat']
AOI-0045,2011,2011-05-30,2011-06-07,9,3,-1.3,-1.28,0.324,угнетение,низкое качество данных,0.29,[],"30 мая – 7 июня 2011, 9 дней, 3 наблюдения. NDVI ниже нормы в среднем на 1.3σ (минимум -1.3σ), это 0.32 по шкале NDVI. Осадки за 60 дней до эпизода: 86 мм при норме 89 мм (97 % нормы). Дней жарче 30 °C за предшествующий месяц: 0 при норме 0. Все наблюдения эпизода с одного сенсора (Landsat). Мало наблюдений и один источник — возможен остаточный облачный эффект.",['landsat']
AOI-0045,2012,2012-10-06,2012-10-22,17,3,-1.53,-1.23,0.139,угнетение,низкое качество данных,0.33,[],"6 октября – 22 октября 2012, 17 дней, 3 наблюдения. NDVI ниже нормы в среднем на 1.2σ (минимум -1.5σ), это 0.14 по шкале NDVI. Осадки за 60 дней до эпизода: 32 мм при норме 44 мм (73 % нормы). Дней жарче 30 °C за предшествующий месяц: 0 при норме 0. Все наблюдения эпизода с одного сенсора (Landsat). Эпизод приходится на осень: у озимых это период сева и всходов, низкий NDVI здесь говорит о плохом развитии всходов, а не о гибели посева. Мало наблюдений и один источник — возможен остаточный облачный эффект.",['landsat']
AOI-0045,2014,2014-05-25,2014-06-07,14,5,-1.44,-1.25,0.324,угнетение,стресс,0.73,[],"25 мая – 7 июня 2014, 14 дней, 5 наблюдений. NDVI ниже нормы в среднем на 1.3σ (минимум -1.4σ), это 0.32 по шкале NDVI. Осадки за 60 дней до эпизода: 62 мм при норме 85 мм (73 % нормы). Дней жарче 30 °C за предшествующий месяц: 0 при норме 0. Подтверждено несколькими сенсорами: Landsat, MODIS. Погодного объяснения не нашлось: возможны агротехнические причины (поздний сев, болезни, смена культуры) или локальное событие.","['landsat', 'modis']"
AOI-0045,2019,2019-04-01,2019-06-05,66,22,-1.62,-1.14,0.297,угнетение,стресс,0.9,[],"1 апреля – 5 июня 2019, 66 дней, 22 наблюдения. NDVI ниже нормы в среднем на 1.1σ (минимум -1.6σ), это 0.30 по шкале NDVI. Дней жарче 30 °C за предшествующий месяц: 0 при норме 0. Подтверждено несколькими сенсорами: Landsat, MODIS, Sentinel-2. Погодного объяснения не нашлось: возможны агротехнические причины (поздний сев, болезни, смена культуры) или локальное событие.","['landsat', 'modis', 's2']"
AOI-0045,2020,2020-07-27,2020-08-30,35,13,-2.0,-1.4,0.078,критическая,уборка,0.9,[],"27 июля – 30 августа 2020, 35 дней, 13 наблюдений. NDVI ниже нормы в среднем на 1.4σ (минимум -2.0σ), это 0.08 по шкале NDVI. Осадки за 60 дней до эпизода: 54 мм при норме 75 мм (72 % нормы). Дней жарче 30 °C за предшествующий месяц: 6 при норме 3. Подтверждено несколькими сенсорами: Landsat, MODIS, Sentinel-2. Эпизод начинается заметно позже пика сезона у зерновой культуры — скорее всего это уборка, а не угнетение посева.","['landsat', 'modis', 's2']"
AOI-0045,2021,2021-04-02,2021-04-22,21,4,-1.27,-1.15,0.289,угнетение,стресс,0.73,[],"2 апреля – 22 апреля 2021, 21 день, 4 наблюдения. NDVI ниже нормы в среднем на 1.1σ (минимум -1.3σ), это 0.29 по шкале NDVI. Дней жарче 30 °C за предшествующий месяц: 0 при норме 0. Подтверждено несколькими сенсорами: Landsat, MODIS, Sentinel-2. Погодного объяснения не нашлось: возможны агротехнические причины (поздний сев, болезни, смена культуры) или локальное событие.","['landsat', 'modis', 's2']"
AOI-0045,2021,2021-05-12,2021-05-17,6,3,-1.19,-1.17,0.312,угнетение,стресс,0.72,['избыток осадков'],"12 мая – 17 мая 2021, 6 дней, 3 наблюдения. NDVI ниже нормы в среднем на 1.2σ (минимум -1.2σ), это 0.31 по шкале NDVI. Осадки за 60 дней до эпизода: 142 мм при норме 50 мм (283 % нормы). Дней жарче 30 °C за предшествующий месяц: 0 при норме 0. Подтверждено несколькими сенсорами: Landsat, Sentinel-2. Вероятная причина: переувлажнение — вымокание посева или сорванные полевые работы.","['landsat', 's2']"
AOI-0045,2023,2023-05-31,2023-06-08,9,4,-1.21,-1.15,0.29,угнетение,стресс,0.67,[],"31 мая – 8 июня 2023, 9 дней, 4 наблюдения. NDVI ниже нормы в среднем на 1.1σ (минимум -1.2σ), это 0.29 по шкале NDVI. Осадки за 60 дней до эпизода: 92 мм при норме 87 мм (106 % нормы). Дней жарче 30 °C за предшествующий месяц: 0 при норме 0. Подтверждено несколькими сенсорами: Landsat, Sentinel-2. Погодного объяснения не нашлось: возможны агротехнические причины (поздний сев, болезни, смена культуры) или локальное событие.","['landsat', 's2']"
AOI-0048,2010,2010-04-24,2010-05-02,9,3,-1.29,-1.14,0.243,угнетение,низкое качество данных,0.29,[],"24 апреля – 2 мая 2010, 9 дней, 3 наблюдения. NDVI ниже нормы в среднем на 1.1σ (минимум -1.3σ), это 0.24 по шкале NDVI. Осадки за 60 дней до эпизода: 32 мм при норме 32 мм (97 % нормы). Дней жарче 30 °C за предшествующий месяц: 0 при норме 0. Все наблюдения эпизода с одного сенсора (Landsat). Мало наблюдений и один источник — возможен остаточный облачный эффект.",['landsat']
AOI-0048,2012,2012-04-29,2012-06-25,58,5,-1.33,-1.18,0.254,угнетение,стресс,0.81,[],"29 апреля – 25 июня 2012, 58 дней, 5 наблюдений. NDVI ниже нормы в среднем на 1.2σ (минимум -1.3σ), это 0.25 по шкале NDVI. Осадки за 60 дней до эпизода: 23 мм при норме 34 мм (67 % нормы). Дней жарче 30 °C за предшествующий месяц: 0 при норме 0. Подтверждено несколькими сенсорами: Landsat, MODIS. Погодного объяснения не нашлось: возможны агротехнические причины (поздний сев, болезни, смена культуры) или локальное событие.","['landsat', 'modis']"
AOI-0048,2012,2012-07-18,2012-08-03,17,3,-1.24,-1.18,0.122,угнетение,уборка,0.53,[],"18 июля – 3 августа 2012, 17 дней, 3 наблюдения. NDVI ниже нормы в среднем на 1.2σ (минимум -1.2σ), это 0.12 по шкале NDVI. Осадки за 60 дней до эпизода: 96 мм при норме 83 мм (115 % нормы). Дней жарче 30 °C за предшествующий месяц: 1 при норме 2. Все наблюдения эпизода с одного сенсора (Landsat). Эпизод начинается заметно позже пика сезона у зерновой культуры — скорее всего это уборка, а не угнетение посева.",['landsat']
AOI-0048,2014,2014-05-09,2014-05-22,14,4,-1.66,-1.43,0.314,угнетение,стресс,0.69,[],"9 мая – 22 мая 2014, 14 дней, 4 наблюдения. NDVI ниже нормы в среднем на 1.4σ (минимум -1.7σ), это 0.31 по шкале NDVI. Осадки за 60 дней до эпизода: 54 мм при норме 46 мм (117 % нормы). Дней жарче 30 °C за предшествующий месяц: 0 при норме 0. Подтверждено несколькими сенсорами: Landsat, MODIS. Погодного объяснения не нашлось: возможны агротехнические причины (поздний сев, болезни, смена культуры) или локальное событие.","['landsat', 'modis']"
AOI-0048,2016,2016-04-24,2016-05-18,25,7,-1.65,-1.34,0.276,угнетение,стресс,0.84,[],"24 апреля – 18 мая 2016, 25 дней, 7 наблюдений. NDVI ниже нормы в среднем на 1.3σ (минимум -1.6σ), это 0.28 по шкале NDVI. Осадки за 60 дней до эпизода: 23 мм при норме 33 мм (69 % нормы). Дней жарче 30 °C за предшествующий месяц: 0 при норме 0. Подтверждено несколькими сенсорами: Landsat, MODIS. Погодного объяснения не нашлось: возможны агротехнические причины (поздний сев, болезни, смена культуры) или локальное событие.","['landsat', 'modis']"
AOI-0048,2016,2016-06-12,2016-06-20,9,3,-1.13,-1.07,0.235,угнетение,уборка,0.59,['избыток осадков'],"12 июня – 20 июня 2016, 9 дней, 3 наблюдения. NDVI ниже нормы в среднем на 1.1σ (минимум -1.1σ), это 0.23 по шкале NDVI. Осадки за 60 дней до эпизода: 142 мм при норме 87 мм (163 % нормы). Дней жарче 30 °C за предшествующий месяц: 0 при норме 0. Все наблюдения эпизода с одного сенсора (Landsat). Эпизод начинается заметно позже пика сезона у зерновой культуры — скорее всего это уборка, а не угнетение посева.",['landsat']
AOI-0048,2018,2018-04-06,2018-05-17,42,12,-1.7,-1.41,0.259,угнетение,стресс,0.99,['дефицит осадков'],"6 апреля – 17 мая 2018, 42 дня, 12 наблюдений. NDVI ниже нормы в среднем на 1.4σ (минимум -1.7σ), это 0.26 по шкале NDVI. Осадки за 60 дней до эпизода: 2 мм при норме 5 мм (49 % нормы). Дней жарче 30 °C за предшествующий месяц: 0 при норме 0. Подтверждено несколькими сенсорами: Landsat, MODIS, Sentinel-2. Вероятная причина: дефицит влаги.","['landsat', 'modis', 's2']"
AOI-0048,2019,2019-07-02,2019-07-07,6,3,-1.26,-1.15,0.142,угнетение,уборка,0.72,['дефицит осадков'],"2 июля – 7 июля 2019, 6 дней, 3 наблюдения. NDVI ниже нормы в среднем на 1.2σ (минимум -1.3σ), это 0.14 по шкале NDVI. Осадки за 60 дней до эпизода: 48 мм при норме 106 мм (45 % нормы). Дней жарче 30 °C за предшествующий месяц: 2 при норме 0. Подтверждено несколькими сенсорами: Landsat, Sentinel-2. Эпизод начинается заметно позже пика сезона у зерновой культуры — скорее всего это уборка, а не угнетение посева.","['landsat', 's2']"
AOI-0048,2020,2020-07-26,2020-08-15,21,8,-1.6,-1.26,0.146,угнетение,уборка,0.85,[],"26 июля – 15 августа 2020, 21 день, 8 наблюдений. NDVI ниже нормы в среднем на 1.3σ (минимум -1.6σ), это 0.15 по шкале NDVI. Осадки за 60 дней до эпизода: 57 мм при норме 75 мм (77 % нормы). Дней жарче 30 °C за предшествующий месяц: 5 при норме 3. Подтверждено несколькими сенсорами: Landsat, MODIS, Sentinel-2. Эпизод начинается заметно позже пика сезона у зерновой культуры — скорее всего это уборка, а не угнетение посева.","['landsat', 'modis', 's2']"
AOI-0048,2020,2020-09-19,2020-09-26,8,3,-2.07,-1.79,0.115,критическая,стресс,0.73,['дефицит осадков'],"19 сентября – 26 сентября 2020, 8 дней, 3 наблюдения. NDVI ниже нормы в среднем на 1.8σ (минимум -2.1σ), это 0.11 по шкале NDVI. Осадки за 60 дней до эпизода: 14 мм при норме 49 мм (29 % нормы). Дней жарче 30 °C за предшествующий месяц: 0 при норме 0. Подтверждено несколькими сенсорами: Landsat, Sentinel-2. Эпизод приходится на осень: у озимых это период сева и всходов, низкий NDVI здесь говорит о плохом развитии всходов, а не о гибели посева. Вероятная причина: дефицит влаги.","['landsat', 's2']"
AOI-0048,2020,2020-10-12,2020-10-15,4,3,-1.59,-1.26,0.128,угнетение,стресс,0.71,['дефицит осадков'],"12 октября – 15 октября 2020, 4 дня, 3 наблюдения. NDVI ниже нормы в среднем на 1.3σ (минимум -1.6σ), это 0.13 по шкале NDVI. Осадки за 60 дней до эпизода: 7 мм при норме 59 мм (11 % нормы). Дней жарче 30 °C за предшествующий месяц: 0 при норме 0. Подтверждено несколькими сенсорами: Landsat, MODIS. Эпизод приходится на осень: у озимых это период сева и всходов, низкий NDVI здесь говорит о плохом развитии всходов, а не о гибели посева. Вероятная причина: дефицит влаги.","['landsat', 'modis']"
AOI-0048,2022,2022-05-25,2022-07-07,44,20,-2.22,-1.58,0.315,критическая,стресс,0.9,[],"25 мая – 7 июля 2022, 44 дня, 20 наблюдений. NDVI ниже нормы в среднем на 1.6σ (минимум -2.2σ), это 0.31 по шкале NDVI. Осадки за 60 дней до эпизода: 91 мм при норме 90 мм (101 % нормы). Дней жарче 30 °C за предшествующий месяц: 0 при норме 0. Подтверждено несколькими сенсорами: Landsat, MODIS, Sentinel-2. Погодного объяснения не нашлось: возможны агротехнические причины (поздний сев, болезни, смена культуры) или локальное событие.","['landsat', 'modis', 's2']"
AOI-0048,2024,2024-04-21,2024-04-23,3,3,-1.25,-1.14,0.225,угнетение,стресс,0.61,[],"21 апреля – 23 апреля 2024, 3 дня, 3 наблюдения. NDVI ниже нормы в среднем на 1.1σ (минимум -1.2σ), это 0.22 по шкале NDVI. Осадки за 60 дней до эпизода: 34 мм при норме 31 мм (108 % нормы). Дней жарче 30 °C за предшествующий месяц: 0 при норме 0. Подтверждено несколькими сенсорами: Landsat, Sentinel-2. Погодного объяснения не нашлось: возможны агротехнические причины (поздний сев, болезни, смена культуры) или локальное событие.","['landsat', 's2']"
AOI-0048,2024,2024-05-09,2024-06-20,43,13,-2.08,-1.63,0.354,критическая,стресс,0.9,[],"9 мая – 20 июня 2024, 43 дня, 13 наблюдений. NDVI ниже нормы в среднем на 1.6σ (минимум -2.1σ), это 0.35 по шкале NDVI. Осадки за 60 дней до эпизода: 38 мм при норме 57 мм (68 % нормы). Дней жарче 30 °C за предшествующий месяц: 0 при норме 0. Подтверждено несколькими сенсорами: Landsat, Sentinel-2. Погодного объяснения не нашлось: возможны агротехнические причины (поздний сев, болезни, смена культуры) или локальное событие.","['landsat', 's2']"
AOI-0050,2011,2011-04-18,2011-04-26,9,3,-1.3,-1.16,0.154,угнетение,стресс,0.64,[],"18 апреля – 26 апреля 2011, 9 дней, 3 наблюдения. NDVI ниже нормы в среднем на 1.2σ (минимум -1.3σ), это 0.15 по шкале NDVI. Подтверждено несколькими сенсорами: Landsat, MODIS. Погодного объяснения не нашлось: возможны агротехнические причины (поздний сев, болезни, смена культуры) или локальное событие.","['landsat', 'modis']"
AOI-0050,2015,2015-05-14,2015-05-23,10,4,-2.15,-1.89,0.225,критическая,стресс,0.53,[],"14 мая – 23 мая 2015, 10 дней, 4 наблюдения. NDVI ниже нормы в среднем на 1.9σ (минимум -2.2σ), это 0.22 по шкале NDVI. Все наблюдения эпизода с одного сенсора (Landsat). Погодного объяснения не нашлось: возможны агротехнические причины (поздний сев, болезни, смена культуры) или локальное событие.",['landsat']
AOI-0050,2016,2016-08-04,2016-08-13,10,3,-1.55,-1.38,0.173,угнетение,уборка,0.49,[],"4 августа – 13 августа 2016, 10 дней, 3 наблюдения. NDVI ниже нормы в среднем на 1.4σ (минимум -1.5σ), это 0.17 по шкале NDVI. Все наблюдения эпизода с одного сенсора (Landsat). Эпизод начинается заметно позже пика сезона у зерновой культуры — скорее всего это уборка, а не угнетение посева.",['landsat']
AOI-0050,2017,2017-05-27,2017-06-05,10,4,-1.52,-1.27,0.172,угнетение,стресс,0.68,[],"27 мая – 5 июня 2017, 10 дней, 4 наблюдения. NDVI ниже нормы в среднем на 1.3σ (минимум -1.5σ), это 0.17 по шкале NDVI. Подтверждено несколькими сенсорами: Landsat, Sentinel-2. Погодного объяснения не нашлось: возможны агротехнические причины (поздний сев, болезни, смена культуры) или локальное событие.","['landsat', 's2']"
AOI-0050,2017,2017-10-11,2017-10-19,9,3,-3.16,-1.85,0.19,критическая,низкое качество данных,0.29,[],"11 октября – 19 октября 2017, 9 дней, 3 наблюдения. NDVI ниже нормы в среднем на 1.8σ (минимум -3.2σ), это 0.19 по шкале NDVI. Все наблюдения эпизода с одного сенсора (Landsat). Эпизод приходится на осень: у озимых это период сева и всходов, низкий NDVI здесь говорит о плохом развитии всходов, а не о гибели посева. Мало наблюдений и один источник — возможен остаточный облачный эффект.",['landsat']
AOI-0050,2018,2018-04-28,2018-05-01,4,3,-1.76,-1.55,0.203,угнетение,стресс,0.61,[],"28 апреля – 1 мая 2018, 4 дня, 3 наблюдения. NDVI ниже нормы в среднем на 1.6σ (минимум -1.8σ), это 0.20 по шкале NDVI. Подтверждено несколькими сенсорами: Landsat, Sentinel-2. Погодного объяснения не нашлось: возможны агротехнические причины (поздний сев, болезни, смена культуры) или локальное событие.","['landsat', 's2']"
AOI-0050,2018,2018-06-15,2018-06-20,6,3,-1.18,-1.15,0.169,угнетение,стресс,0.62,[],"15 июня – 20 июня 2018, 6 дней, 3 наблюдения. NDVI ниже нормы в среднем на 1.2σ (минимум -1.2σ), это 0.17 по шкале NDVI. Подтверждено несколькими сенсорами: Landsat, Sentinel-2. Погодного объяснения не нашлось: возможны агротехнические причины (поздний сев, болезни, смена культуры) или локальное событие.","['landsat', 's2']"
AOI-0050,2020,2020-09-17,2020-10-27,41,11,-1.85,-1.21,0.119,угнетение,стресс,0.9,[],"17 сентября – 27 октября 2020, 41 день, 11 наблюдений. NDVI ниже нормы в среднем на 1.2σ (минимум -1.9σ), это 0.12 по шкале NDVI. Подтверждено несколькими сенсорами: Landsat, MODIS, Sentinel-2. Эпизод приходится на осень: у озимых это период сева и всходов, низкий NDVI здесь говорит о плохом развитии всходов, а не о гибели посева. Погодного объяснения не нашлось: возможны агротехнические причины (поздний сев, болезни, смена культуры) или локальное событие.","['landsat', 'modis', 's2']"
AOI-0050,2022,2022-05-30,2022-06-24,26,9,-1.78,-1.38,0.189,угнетение,стресс,0.88,[],"30 мая – 24 июня 2022, 26 дней, 9 наблюдений. NDVI ниже нормы в среднем на 1.4σ (минимум -1.8σ), это 0.19 по шкале NDVI. Подтверждено несколькими сенсорами: Landsat, Sentinel-2. Погодного объяснения не нашлось: возможны агротехнические причины (поздний сев, болезни, смена культуры) или локальное событие.","['landsat', 's2']"
AOI-0050,2023,2023-06-19,2023-06-24,6,4,-2.77,-2.21,0.276,критическая,стресс,0.66,[],"19 июня – 24 июня 2023, 6 дней, 4 наблюдения. NDVI ниже нормы в среднем на 2.2σ (минимум -2.8σ), это 0.28 по шкале NDVI. Подтверждено несколькими сенсорами: Landsat, Sentinel-2. Погодного объяснения не нашлось: возможны агротехнические причины (поздний сев, болезни, смена культуры) или локальное событие.","['landsat', 's2']"
AOI-0050,2023,2023-07-29,2023-08-03,6,4,-2.18,-1.88,0.201,критическая,уборка,0.66,[],"29 июля – 3 августа 2023, 6 дней, 4 наблюдения. NDVI ниже нормы в среднем на 1.9σ (минимум -2.2σ), это 0.20 по шкале NDVI. Подтверждено несколькими сенсорами: Landsat, Sentinel-2. Эпизод начинается заметно позже пика сезона у зерновой культуры — скорее всего это уборка, а не угнетение посева.","['landsat', 's2']"
AOI-0050,2024,2024-05-24,2024-08-27,96,33,-3.28,-1.8,0.191,критическая,стресс,0.9,[],"24 мая – 27 августа 2024, 96 дней, 33 наблюдения. NDVI ниже нормы в среднем на 1.8σ (минимум -3.3σ), это 0.19 по шкале NDVI. Подтверждено несколькими сенсорами: Landsat, MODIS, Sentinel-2. Погодного объяснения не нашлось: возможны агротехнические причины (поздний сев, болезни, смена культуры) или локальное событие.","['landsat', 'modis', 's2']"
AOI-0052,2010,2010-04-30,2010-05-25,26,5,-1.29,-1.13,0.272,угнетение,стресс,0.79,[],"30 апреля – 25 мая 2010, 26 дней, 5 наблюдений. NDVI ниже нормы в среднем на 1.1σ (минимум -1.3σ), это 0.27 по шкале NDVI. Осадки за 60 дней до эпизода: 42 мм при норме 54 мм (78 % нормы). Дней жарче 30 °C за предшествующий месяц: 0 при норме 0. Подтверждено несколькими сенсорами: Landsat, MODIS. Погодного объяснения не нашлось: возможны агротехнические причины (поздний сев, болезни, смена культуры) или локальное событие.","['landsat', 'modis']"
AOI-0052,2018,2018-04-04,2018-05-15,42,14,-2.03,-1.5,0.343,критическая,стресс,0.99,['избыток осадков'],"4 апреля – 15 мая 2018, 42 дня, 14 наблюдений. NDVI ниже нормы в среднем на 1.5σ (минимум -2.0σ), это 0.34 по шкале NDVI. Осадки за 60 дней до эпизода: 9 мм при норме 4 мм (212 % нормы). Дней жарче 30 °C за предшествующий месяц: 0 при норме 0. Подтверждено несколькими сенсорами: Landsat, MODIS, Sentinel-2. Вероятная причина: переувлажнение — вымокание посева или сорванные полевые работы.","['landsat', 'modis', 's2']"
AOI-0052,2019,2019-06-15,2019-06-27,13,7,-1.7,-1.5,0.266,угнетение,уборка,0.78,[],"15 июня – 27 июня 2019, 13 дней, 7 наблюдений. NDVI ниже нормы в среднем на 1.5σ (минимум -1.7σ), это 0.27 по шкале NDVI. Осадки за 60 дней до эпизода: 69 мм при норме 108 мм (65 % нормы). Дней жарче 30 °C за предшествующий месяц: 0 при норме 0. Подтверждено несколькими сенсорами: Landsat, Sentinel-2. Эпизод начинается заметно позже пика сезона у зерновой культуры — скорее всего это уборка, а не угнетение посева.","['landsat', 's2']"
AOI-0052,2019,2019-09-15,2019-09-28,14,4,-3.06,-1.69,0.14,критическая,стресс,0.69,[],"15 сентября – 28 сентября 2019, 14 дней, 4 наблюдения. NDVI ниже нормы в среднем на 1.7σ (минимум -3.1σ), это 0.14 по шкале NDVI. Осадки за 60 дней до эпизода: 48 мм при норме 48 мм (99 % нормы). Дней жарче 30 °C за предшествующий месяц: 2 при норме 0. Подтверждено несколькими сенсорами: Landsat, Sentinel-2. Эпизод приходится на осень: у озимых это период сева и всходов, низкий NDVI здесь говорит о плохом развитии всходов, а не о гибели посева. Погодного объяснения не нашлось: возможны агротехнические причины (поздний сев, болезни, смена культуры) или локальное событие.","['landsat', 's2']"
AOI-0052,2020,2020-04-09,2020-05-30,52,19,-1.97,-1.55,0.345,угнетение,стресс,0.99,['дефицит осадков'],"9 апреля – 30 мая 2020, 52 дня, 19 наблюдений. NDVI ниже нормы в среднем на 1.6σ (минимум -2.0σ), это 0.35 по шкале NDVI. Осадки за 60 дней до эпизода: 0 мм при норме 13 мм (1 % нормы). Дней жарче 30 °C за предшествующий месяц: 0 при норме 0. Подтверждено несколькими сенсорами: Landsat, MODIS, Sentinel-2. Вероятная причина: дефицит влаги.","['landsat', 'modis', 's2']"
AOI-0052,2022,2022-07-14,2022-07-20,7,4,-1.28,-1.19,0.232,угнетение,уборка,0.66,[],"14 июля – 20 июля 2022, 7 дней, 4 наблюдения. NDVI ниже нормы в среднем на 1.2σ (минимум -1.3σ), это 0.23 по шкале NDVI. Осадки за 60 дней до эпизода: 82 мм при норме 113 мм (72 % нормы). Дней жарче 30 °C за предшествующий месяц: 0 при норме 0. Подтверждено несколькими сенсорами: Landsat, Sentinel-2. Эпизод начинается заметно позже пика сезона у зерновой культуры — скорее всего это уборка, а не угнетение посева.","['landsat', 's2']"
AOI-0052,2023,2023-04-26,2023-06-06,42,13,-2.45,-1.66,0.353,критическая,стресс,0.99,['избыток осадков'],"26 апреля – 6 июня 2023, 42 дня, 13 наблюдений. NDVI ниже нормы в среднем на 1.7σ (минимум -2.4σ), это 0.35 по шкале NDVI. Осадки за 60 дней до эпизода: 94 мм при норме 41 мм (230 % нормы). Дней жарче 30 °C за предшествующий месяц: 0 при норме 0. Подтверждено несколькими сенсорами: Landsat, MODIS, Sentinel-2. Вероятная причина: переувлажнение — вымокание посева или сорванные полевые работы.","['landsat', 'modis', 's2']"
AOI-0052,2024,2024-06-25,2024-08-17,54,20,-1.55,-1.3,0.244,угнетение,уборка,0.99,['дефицит осадков'],"25 июня – 17 августа 2024, 54 дня, 20 наблюдений. NDVI ниже нормы в среднем на 1.3σ (минимум -1.6σ), это 0.24 по шкале NDVI. Осадки за 60 дней до эпизода: 47 мм при норме 120 мм (39 % нормы). Дней жарче 30 °C за предшествующий месяц: 0 при норме 0. Подтверждено несколькими сенсорами: Landsat, MODIS, Sentinel-2. Эпизод начинается заметно позже пика сезона у зерновой культуры — скорее всего это уборка, а не угнетение посева.","['landsat', 'modis', 's2']"
